Reference,Age_description,Age_Ma,Age_old,Age_young,CO2_ppm,type,CO2_low,CO2_high,CO2_range,Distribution,reported_CO2_ppm,reported_CO2_low,reported_CO2_high,reported_S_ppm,S_used,Notes
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.4,,,192,mean,120,317,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),192,120,317,1274,1274,loess unit S18 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.4,,,192,mean,120,316,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),192,120,316,1274,1274,loess unit S18 (Baoji)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.4,,,194,mean,121,320,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),194,121,320,1274,1274,loess unit S19 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.5,,,239,mean,150,394,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),239,150,394,1274,1274,loess unit S20 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.5,,,210,mean,132,347,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),210,132,347,1274,1274,loess unit S20 (Baoji)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.5,,,303,mean,190,500,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),303,190,500,1274,1274,loess unit S21 (Baoji)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.6,,,282,mean,177,465,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),282,177,465,1274,1274,loess unit S22 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.6,,,230,mean,144,380,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),230,144,380,1274,1274,loess unit S22 (Baoji)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.6,,,247,mean,154,407,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),247,154,407,1274,1274,loess unit S23 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.6,,,207,mean,130,342,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),207,130,342,1274,1274,loess unit S23 (Baoji)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.7,,,239,mean,150,394,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),239,150,394,1274,1274,loess unit S24 (Baoji)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.8,,,230,mean,144,379,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),230,144,379,1274,1274,loess unit S25 (Baoji)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.9,,,307,mean,192,507,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),307,192,507,1274,1274,loess unit S26 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.9,,,252,mean,158,415,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),252,158,415,1274,1274,loess unit S26 (Baoji)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,2.1,,,299,mean,187,494,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),299,187,494,1274,1274,loess unit S27 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,2.1,,,300,mean,188,495,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),300,188,495,1274,1274,loess unit S27 (Baoji)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,2.1,,,278,mean,174,458,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),278,174,458,1274,1274,loess unit S28 (Baoji)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,2.2,,,338,mean,212,557,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),338,212,557,1274,1274,loess unit S29 (Baoji)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,2.3,,,387,mean,243,639,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),387,243,639,1274,1274,loess unit S30 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,2.3,,,342,mean,214,564,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),342,214,564,1274,1274,loess unit S30 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,2.3,,,405,mean,254,669,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),405,254,669,1274,1274,loess unit S31 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,2.6,,,400,mean,251,660,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),400,251,660,1274,1274,loess unit S32 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,2.6,,,385,mean,241,636,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),385,241,636,1274,1274,loess unit S32 (Baoji)
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,221.9,,,6,mean,3,12,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),6,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,220.1,,,215,mean,108,430,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),215,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,214.7,,,355,mean,178,710,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),355,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,213.5,,,443,mean,222,886,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),443,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,213.3,,,500,mean,250,1000,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),500,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,213.2,,,546,mean,273,1092,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),546,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,213.1,,,501,mean,251,1002,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),501,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,213.0,,,523,mean,262,1046,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),523,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,212.7,,,170,mean,85,340,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),170,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,212.6,,,738,mean,369,1476,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),738,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,212.5,,,1463,mean,732,2926,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1463,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,212.4,,,522,mean,261,1044,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),522,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,212.2,,,713,mean,357,1426,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),713,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,212.1,,,708,mean,354,1416,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),708,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,212.0,,,10,mean,5,20,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),10,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,211.7,,,683,mean,342,1366,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),683,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,211.5,,,643,mean,322,1286,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),643,,,2800,2800,Vertisols and Inceptisols
"Nordt et al., 2015 (expands and refines Atchley et al., 2013)",chronostratigraphy and some biostratigraphy,211.4,,,749,mean,375,1498,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)",right skewed (mode < mean),749,,,2800,2800,Vertisols and Inceptisols
